Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,tconst,has_omdb_data,Season,Episode,seriesID,totalSeasons
The Iron Giant,1999,PG,06 Aug 1999,86 min,"Animation, Action, Adventure",Brad Bird,"Tim McCanlies, Brad Bird, Ted Hughes","Eli Marienthal, Harry Connick Jr., Jennifer Aniston",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,English,"United States, Czech Republic, United Kingdom",Won 1 BAFTA Award20 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.1,"257,198",tt0129167,movie,N/A,"$23,315,035",N/A,N/A,True,tt0129167,True,,,,
Bob the Builder,2015–2018,TV-Y,01 Sep 2015,25 min,"Animation, Comedy, Family",N/A,Keith Chapman,"Lee Ingleby, Steven Kynman, Joanne Froggatt",Bob and the gang have so much fun working together to get the job done in CGI.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTQ1OTM0NDM1NV5BMl5BanBnXkFtZTgwOTUxOTU2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.1/10'}]",N/A,2.1,292,tt13499396,series,,,,,True,tt13499396,True,,,,2
Beyblade: Metal Fusion,2009–2013,TV-Y7-FV,26 Jun 2010,30 min,"Animation, Action, Family",N/A,Katsumi Hasegawa,"Rob Tinkler, Barbara Mamabolo, Lisette St. Louis",The story of a teenager and his quest to become the best blader in the world.,"Japanese, English","Japan, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNzE3OTE2ZTQtYzVmYi00MWIzLTg2NDUtNDk3MGRlYjEwNDg3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"2,907",tt1674928,series,,,,,True,tt1674928,True,,,,4
Ninja Turtles: The Next Mutation,1997–1998,TV-Y7,12 Sep 1997,20 min,"Action, Adventure, Comedy",N/A,N/A,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe","The ""heroes in a half-shell"" return to stop the evil Dragon Lord with help from their newest member, Venus De Milo.",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BY2Y2ZTgxYzItM2VlOS00YTY3LTg2ODQtOTY3YmEzMWJiN2Q5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,"1,831",tt0127388,series,,,,,True,tt0127388,True,,,,1
Super Buddies,2013,G,27 Aug 2013,81 min,Family,Robert Vince,"Anna McRoberts, Paul Tamasy (characters), Robert Vince","Trey Loney, John Ratzenberger, Michael Teigen, Sam Adler",A new breed of super hero is born in Disney's all-new movie!,N/A,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTY0Mzg1Mjg5MV5BMl5BanBnXkFtZTgwMTYxODA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,"1,231",tt2999390,movie,N/A,N/A,N/A,N/A,True,tt2999390,True,,,,
Tad: The Lost Explorer,2012,TV-PG,24 Jul 2013,92 min,"Animation, Adventure, Comedy",Enrique Gato,"Javier López Barreira, Gorka Magallón, Ignacio del Moral","Óscar Barberán, Michelle Jenner, José Mota","Construction worker Tad wants to be a famous archaeologist. He gets a chance to look for a lost Inca city in Peru, where the gold was hidden. He meets the professor's cute daughter/assistant. Villains chase them.","English, Spanish","Spain, France",9 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZmExZDM0OGMtMDdkMS00OGY1LWEwNDAtZDRiODVhMDJkZWQxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"9,573",tt1764625,movie,N/A,N/A,N/A,N/A,True,tt1764625,True,,,,
Power Rangers Super Megaforce,2014,N/A,28 Oct 2014,N/A,Action,N/A,N/A,"Johnny Yong Bosch, Mark Allen Jr., Bryce Papenbrook, Marieve Herington","After the events of ""Power Rangers: Megaforce"" Troy, Noah, Emma, Gia, and Jake continue there life as Power Rangers by channeling the power of the past rangers (Mighty Morphin--Super Samurai)",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzU2M2EwZTUtOTJkZS00YzQ5LWI4OGItZmRjNDM0YjU0MmQyXkEyXkFqcGdeQXVyNDA5ODU0NDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,17,tt3687236,game,N/A,N/A,N/A,N/A,True,tt3687236,True,,,,
Buddy Thunderstruck,2017,TV-PG,10 Mar 2017,1 min,"Animation, Action, Comedy",N/A,Ryan Wiesbrock,"Alexandre Crepet, Brian Atkinson, Debi Derryberry",The hard-driving trucking adventures of a dog driver and his ferret mechanic sidekick.,English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BZGFhZTUxYWEtNTJmNy00MGZjLWI5MzctNWY2YmZjMTc0ZjEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,550,tt6591468,series,,,,,True,tt6591468,True,,,,2
The Deep,2015,N/A,01 Jan 2015,N/A,"Short, Romance",Joel Vazquez,"Stephen Lee, Joel Vazquez","Craig Watkinson, Cecilia Fairchild, Jim Carlson","When a man's wife won't come out of her coma, he devises a way to go in after her.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGFjNDA3N2YtODVkMS00YTIwLWJjZDctMDdjNDIwMDZlMTNjXkEyXkFqcGdeQXVyMjY1MzkyNzU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3909180,movie,N/A,N/A,N/A,N/A,True,tt3909180,True,,,,
Skylanders Academy,2016–2018,TV-Y7,28 Oct 2016,1 min,"Animation, Action, Adventure",N/A,Eric Rogers,"Justin Long, Ashley Tisdale, Jonathan Banks","Follows the heroic adventures of Spyro, Eruptor, Stealth Elf, Jet-Vac and Pop Fizz as they travel the vast Skylands universe, protecting it from evil-doers.","English, Spanish, German, French, Mandarin, Korean","South Korea, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BNWE0NzJhMzctMTU4MC00MzdmLThlMDgtMTJkY2IyOGE1Y2FiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"1,064",tt5916218,series,,,,,True,tt5916218,True,,,,3
The Little Rascals,1994,PG,05 Aug 1994,82 min,"Comedy, Family, Romance",Penelope Spheeris,"Penelope Spheeris, Robert Wolterstorff, Mike Scott","Travis Tedford, Bug Hall, Brittany Ashton Holmes","Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",English,United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZTlhMjA5MGYtZDYyNS00MDQ4LWI0ZDAtZjJiODJjODI0N2I3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.3,"58,486",tt0110366,movie,N/A,"$52,125,282",N/A,N/A,True,tt0110366,True,,,,
Flubber,1997,PG,26 Nov 1997,93 min,"Comedy, Family, Sci-Fi",Les Mayfield,"Samuel W. Taylor, John Hughes, Bill Walsh","Robin Williams, Marcia Gay Harden, Christopher McDonald","An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",English,United States,3 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYzRiODczNDMtNWY3Yi00YjFhLWExOGEtMDI5OGY5MDBhYjdjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.3,"99,482",tt0119137,movie,N/A,"$92,977,226",N/A,N/A,True,tt0119137,True,,,,
Tarzan,1999,G,18 Jun 1999,88 min,"Animation, Adventure, Comedy","Chris Buck, Kevin Lima","Tab Murphy, Bob Tzudiker, Noni White","Tony Goldwyn, Minnie Driver, Brian Blessed",A man raised by gorillas must decide where he really belongs when he discovers he is a human.,English,"United States, Japan",Won 1 Oscar. 11 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BZjM5OWM5NzktMTIzYy00OTk1LWIyYzAtYzBhNWY3NWQ2Y2Y0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.3,"265,277",tt0120855,movie,N/A,"$171,091,819",N/A,N/A,True,tt0120855,True,,,,
The Emperor's New Groove,2000,G,15 Dec 2000,78 min,"Animation, Adventure, Comedy",Mark Dindal,"David Reynolds, Chris Williams, Mark Dindal","David Spade, John Goodman, Eartha Kitt","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne and his human form with the help of Pacha, a gentle llama herder.",English,"United States, Japan, France",Nominated for 1 Oscar. 7 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMjM2MWU5ZDEtNDZlZC00ZmQ2LThiOTEtMmZkMzAxMmI5MGIyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.4,"246,493",tt0120917,movie,N/A,"$89,636,687",N/A,N/A,True,tt0120917,True,,,,
Lilo & Stitch,2002,PG,21 Jun 2002,85 min,"Animation, Adventure, Comedy","Dean DeBlois, Chris Sanders","Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere","A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a m...","English, Hawaiian","United States, Japan",Nominated for 1 Oscar. 12 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BYzRiYTA1YTEtMjYwMi00NGVhLThkOGYtZDBlYjNjZDk2NDEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.4,"241,773",tt0275847,movie,N/A,"$145,794,338",N/A,N/A,True,tt0275847,True,,,,
Scooby-Doo 2: Monsters Unleashed,2004,PG,26 Mar 2004,93 min,"Adventure, Comedy, Family",Raja Gosnell,"William Hanna, Joseph Barbera, James Gunn","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard",The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,English,"United States, Canada",2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.3,"71,108",tt0331632,movie,N/A,"$84,239,132",N/A,N/A,True,tt0331632,True,,,,
Mickey's Twice Upon a Christmas,2004,G,09 Nov 2004,68 min,"Animation, Comedy, Family, Fantasy","Theresa Cullen, Carole Holliday, Peggy Holmes, Matthew O'Callaghan","Bill Motz (screenplay), Bob Roth (screenplay), Peggy Holmes (screenplay), Peggy Holmes (story), Chad Fiveash (screenplay: segment ""Christmas: Impossible""), James Patrick Stoteraux (screenplay), Matthew O'Callaghan (screenplay), Chad Fiveash (story: segment ""Christmas: Impossible""), James Patrick Stoteraux (story), Bill Motz (screenplay), Bob Roth (screenplay), Shirley Pierce (screenplay), Theresa Cullen (story), Jim Peronto (screenplay), Carole Holliday (screenplay), Carole Holliday (story), Michael Shipley (screenplay), Jim Bernstein (screenplay), Shirley Pierce (screenplay), Colin Goldman (story), Matthew O'Callaghan (story), Robin Kingsland","Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings",Sequel to Mickey's Once Upon a Christmas,English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNGY1M2UyMzMtMTg2NC00YTkwLThiMTYtMTFiNWZiNTdhY2NhXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"4,393",tt0424279,movie,N/A,N/A,N/A,N/A,True,tt0424279,True,,,,
The Pacifier,2005,PG,04 Mar 2005,95 min,"Action, Comedy, Drama",Adam Shankman,"Thomas Lennon, Robert Ben Garant","Vin Diesel, Brittany Snow, Max Thieriot","Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top...","English, Korean",United States,1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTE5MTcxOTQxNl5BMl5BanBnXkFtZTYwMzk3Nzg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.6,"102,778",tt0395699,movie,N/A,"$113,086,868",N/A,N/A,True,tt0395699,True,,,,
Bee Movie,2007,PG,02 Nov 2007,91 min,"Animation, Adventure, Comedy","Simon J. Smith, Steve Hickner","Jerry Seinfeld, Spike Feresten, Barry Marder","Jerry Seinfeld, Renée Zellweger, Matthew Broderick","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship ...",English,United States,1 win & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.1,"195,239",tt0389790,movie,N/A,"$126,631,277",N/A,N/A,True,tt0389790,True,,,,
Kung Fu Panda,2008,PG,06 Jun 2008,92 min,"Animation, Action, Adventure","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","English, Japanese, Chinese","United States, Japan, China, Russia",Nominated for 1 Oscar. 15 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BZDU5MDNiMGItYjVmZi00NDUxLTg2OTktNGE0NzNlNzM4NzgyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.6,"574,537",tt0441773,movie,N/A,"$216,064,546",N/A,N/A,True,tt0441773,True,,,,
Jessie,2015,TV-PG,06 Feb 2015,21 min,Reality-TV,Skye Hilton,N/A,Stacy London,Jessie's come to Stacy because she wants to be a New York City police officer but her style is way too scandalous to serve and protect.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTc0Mjk1NTg4OV5BMl5BanBnXkFtZTgwOTY3NTQzNjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4832964,episode,,,,,True,tt4832964,True,1,5,tt4832964,
Lab Rats,2016,N/A,15 Oct 2016,17 min,"Short, Action, Horror",John Stevenson,John Stevenson,"Jackie Calderon, Rupert Giroux, Kevin Hsieh",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt6298068,movie,N/A,N/A,N/A,N/A,True,tt6298068,True,,,,
Hotel Transylvania 2,2015,PG,25 Sep 2015,89 min,"Animation, Adventure, Comedy",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham","Adam Sandler, Andy Samberg, Selena Gomez","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",English,"United States, Canada",3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BY2ExYWJhMDYtYjcwMy00YjA2LTk2YzQtY2FhMWYxZThiNDQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.6,"160,207",tt2510894,movie,N/A,"$169,700,110",N/A,N/A,True,tt2510894,True,,,,
Goosebumps,2015,PG,16 Oct 2015,103 min,"Adventure, Comedy, Family",Rob Letterman,"Darren Lemke, Scott Alexander, Larry Karaszewski","Jack Black, Dylan Minnette, Odeya Rush","A teenager teams up with the daughter of young-adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.","English, Ukrainian","United States, Australia",4 nominations total,https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.3,"101,752",tt1051904,movie,N/A,"$80,080,379",N/A,N/A,True,tt1051904,True,,,,
Kung Fu Panda 3,2016,PG,29 Jan 2016,95 min,"Animation, Action, Adventure","Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Bryan Cranston, Dustin Hoffman","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",English,"United States, China",1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"215,526",tt2267968,movie,N/A,"$143,528,619",N/A,N/A,True,tt2267968,True,,,,
Open Season: Scared Silly,2015,PG,08 Mar 2016,84 min,"Animation, Adventure, Comedy","David Feiss, Frantisek Vasa","Carlos Kotkin, John B. Carls, Steve Moore","Will Townsend, Donny Lucas, Melissa Sturm","Elliot, Boog and all of the beloved woodland creatures are back in a brand-new comedy adventure.",English,"United States, Canada, Australia, Czech Republic, United Kingdom",5 nominations total,https://m.media-amazon.com/images/M/MV5BYjM1ZDlkZmUtMDJlOC00OWYzLWIyNjgtMWMyNzYwODhmOWNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,"4,497",tt4938374,movie,N/A,N/A,N/A,N/A,True,tt4938374,True,,,,
The Land Before Time XIV: Journey of the Brave,2016,G,02 Feb 2016,82 min,"Animation, Adventure, Family, Musical","Davis Doi, Tony Tulipano, Sheldon Arnst, Jessie Hsiung, Bunis Yang","Cliff Ruby (screenplay by), Elana Lesser (screenplay by), Judy Freudberg (based on characters created by), Tony Geiss (based on characters created by)","Tony Amendola, Felix Avitia, Issac Ryan Brown, Meghan Strange","After his father doesn't return from an important journey, Littlefoot and company set out to find him.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTcxMTkxOTA5M15BMl5BanBnXkFtZTgwODExMDE5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,596,tt4431254,movie,N/A,N/A,N/A,N/A,True,tt4431254,True,,,,
Ask the StoryBots,2016–2019,TV-Y,12 Aug 2016,1 min,"Animation, Adventure, Comedy",N/A,"Evan Spiridellis, Gregg Spiridellis","Judy Greer, Erin Fitzgerald, Fred Tatasciore","Based on the award-winning educational apps, the StoryBots are curious little creatures who live in the world beneath our screens and go on fun adventures to help answer kids' questions.",English,United States,7 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BYTBlYjhhYWYtMjcwMi00YTZiLThlNmMtOWJjNjVlY2JjMjQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"1,131",tt5846856,series,,,,,True,tt5846856,True,,,,3
Little Baby Bum: Nursery Rhyme Friends,2016–2019,N/A,16 May 2016,60 min,"Animation, Family, Music",N/A,N/A,"Chloe Marsden, María Esnoz, Aaron Marsden","Twinkle, Mia, Jacus and the rest of the Nursery Rhyme Friends perform catchy tunes for the little ones.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMDQ4NDllYjMtYzcyOC00MGY3LWE4ZDQtNmI0MjhmMTFiMjBmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,52,tt11460334,series,,,,,True,tt11460334,True,,,,2
Antz,1998,PG,02 Oct 1998,83 min,"Animation, Adventure, Comedy","Eric Darnell, Tim Johnson, Lawrence Guterman","Todd Alcott, Chris Weitz, Paul Weitz","Woody Allen, Sharon Stone, Gene Hackman",A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,English,"United States, United Kingdom",Nominated for 1 BAFTA Award6 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BYzdlMzZhZjctY2JjYy00OGRiLThjMTEtODRmZTg2ZjI5MjEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.5,"169,324",tt0120587,movie,N/A,"$90,757,863",N/A,N/A,True,tt0120587,True,,,,
Chicken Run,2000,G,23 Jun 2000,84 min,"Animation, Adventure, Comedy","Peter Lord, Nick Park","Peter Lord, Nick Park, Karey Kirkpatrick","Mel Gibson, Julia Sawalha, Phil Daniels","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",English,"United Kingdom, France, United States",Nominated for 2 BAFTA 24 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BZGViZmJjMTQtNDk3NC00NjQ4LTg0ODItYWI3MjY3YmUwMjczXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.1,"223,786",tt0120630,movie,N/A,"$107,071,709",N/A,N/A,True,tt0120630,True,,,,
Spy Kids 3: Game Over,2003,PG,25 Jul 2003,84 min,"Action, Adventure, Comedy",Robert Rodriguez,Robert Rodriguez,"Daryl Sabara, Alexa PenaVega, Antonio Banderas","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",English,United States,3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MzVhNjgtMDE5Zi00YmIyLWI4ZTQtZTBiZTRkNmFhZjUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,4.4,"69,529",tt0338459,movie,N/A,"$111,761,982",N/A,N/A,True,tt0338459,True,,,,
Annie,1982,PG,18 Jun 1982,127 min,"Comedy, Drama, Family",John Huston,"Carol Sobieski, Thomas Meehan, Martin Charnin","Aileen Quinn, Albert Finney, Carol Burnett","A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage.",English,United States,Nominated for 2 Oscars. 3 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZjQzOGJkNTAtYzY3NS00ZjViLWI4OTMtZTdkNzRjYWRmOTUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.6,"52,930",tt0083564,movie,N/A,"$57,059,003",N/A,N/A,True,tt0083564,True,,,,
Beverly Hills Chihuahua 3: Viva La Fiesta!,2012,G,18 Sep 2012,89 min,"Adventure, Comedy, Family",Lev L. Spiro,"Dana Starfield, Jeffrey Bushell (characters)","Marcus Coloma, Erin Cahill, Cedric Yarbrough, Frances Fisher","When Papi, Chloe, the pups, Uncle Pedro and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk1Mjc5NTI1MF5BMl5BanBnXkFtZTcwODAzMzM3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,"1,796",tt2224075,movie,N/A,N/A,N/A,N/A,True,tt2224075,True,,,,
Paddington,2014,PG,16 Jan 2015,95 min,"Adventure, Comedy, Family",Paul King,"Paul King, Hamish McColl, Michael Bond","Tim Downie, Madeleine Worrall, Lottie Steer","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.","English, Mandarin, Spanish","United Kingdom, France, Costa Rica",Nominated for 2 BAFTA 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"151,982",tt1109624,movie,N/A,"$76,271,832",N/A,N/A,True,tt1109624,True,,,,
Sid the Science Kid,2008–,TV-Y,01 Sep 2008,27 min,"Animation, Comedy, Family",N/A,Jim Henson,"Drew Massey, Victor Yerrid, Mia Ella Mimica",A young and curious boy constantly wonders the fields of science.,English,United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BYjIzMjFjNjgtMTJmYy00YzYxLTg0YmEtYTc2YjNkOTcyN2I5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"1,023",tt1236429,series,,,,,True,tt1236429,True,,,,4
Minions,2015,N/A,25 Feb 2015,N/A,"Animation, Comedy, Family",Dane Boedigheimer,"Dane Boedigheimer, Spencer Grove","Dane Boedigheimer, Bobby Jennings",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjJjOGU0MjEtODg2ZC00MTk5LWJiNzgtYmUwYTM3Y2QyYzg0XkEyXkFqcGdeQXVyNTkyNzIxOTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11262310,episode,,,,,True,tt11262310,True,2,5,tt11225340,
